class_desc,class,zipcode,res,comm,units,landarea,grossarea,yearbuilt,price
16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,16,11220,1,0,1,0,0,2007,749000
13 CONDOS - ELEVATOR APARTMENTS,13,11206,1,0,1,0,0,2018,749228
13 CONDOS - ELEVATOR APARTMENTS,13,11206,1,0,1,0,0,2018,749229
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11225,1,0,1,0,0,1909,749800
13 CONDOS - ELEVATOR APARTMENTS,13,11209,1,0,1,0,0,1985,750000
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1280,2016,1899,750000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1875,2724,1899,750000
02 TWO FAMILY DWELLINGS,2,11216,2,0,2,2000,3360,1899,750000
03 THREE FAMILY DWELLINGS,3,11206,3,0,3,1900,2964,2004,750000
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,2000,2800,1899,750000
12 CONDOS - WALKUP APARTMENTS,12,11206,1,0,1,0,0,2006,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11205,1,0,1,0,0,2004,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11205,1,0,1,0,0,2003,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11205,1,0,1,0,0,,750000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11216,1,0,1,0,0,2004,750000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,1905,750000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,1905,750000
03 THREE FAMILY DWELLINGS,3,11214,3,0,3,2617,2640,1920,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2475,1442,2002,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2455,1556,1998,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,3533,1260,1955,750000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,5325,3448,1970,750000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2121,2509,1970,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11234,1,0,1,0,0,,750000
02 TWO FAMILY DWELLINGS,2,11204,2,0,2,2120,2006,1920,750000
02 TWO FAMILY DWELLINGS,2,11220,2,1,3,1200,2520,1920,750000
03 THREE FAMILY DWELLINGS,3,11219,3,0,3,2821,3600,1925,750000
03 THREE FAMILY DWELLINGS,3,11220,3,0,3,1200,2360,1920,750000
04 TAX CLASS 1 CONDOS,4,11204,1,0,1,0,0,2008,750000
12 CONDOS - WALKUP APARTMENTS,12,11218,1,0,1,0,0,1982,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11219,1,0,1,0,0,,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11219,1,0,1,0,0,2003,750000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,2200,1831,1940,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11235,1,0,1,0,0,2003,750000
09 COOPS - WALKUP APARTMENTS,9,11201,,,,,,1900,750000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1800,2268,1920,750000
07 RENTALS - WALKUP APARTMENTS,7,11221,6,0,6,2633,5372,1906,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11207,1,0,1,0,0,2017,750000
44 CONDO PARKING,44,11207,0,1,1,0,0,2017,750000
44 CONDO PARKING,44,11207,0,1,1,0,0,2017,750000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2381,2648,1920,750000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,1992,1850,1960,750000
03 THREE FAMILY DWELLINGS,3,11236,3,0,3,2383,2080,1930,750000
10 COOPS - ELEVATOR APARTMENTS,10,11238,,,,,,1928,750000
12 CONDOS - WALKUP APARTMENTS,12,11238,1,0,1,0,0,,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11231,1,0,1,0,0,,750000
44 CONDO PARKING,44,11231,0,1,1,0,0,,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11224,1,0,1,0,0,1964,750000
44 CONDO PARKING,44,11224,0,1,1,0,0,,750000
02 TWO FAMILY DWELLINGS,2,11213,2,1,3,2000,5268,1899,750000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1533,2646,2003,750000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1950,3042,1901,750000
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2395,3152,1905,750000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1296,2080,2006,750000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1750,2160,1899,750000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2625,3960,1910,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,750000
01 ONE FAMILY DWELLINGS,1,11228,1,0,1,1300,975,1920,750000
01 ONE FAMILY DWELLINGS,1,11228,1,0,1,2325,1472,1920,750000
04 TAX CLASS 1 CONDOS,4,11228,1,0,1,0,0,2006,750000
02 TWO FAMILY DWELLINGS,2,11207,2,1,3,988,2664,1910,750000
02 TWO FAMILY DWELLINGS,2,11207,2,1,3,988,3116,1910,750000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1875,1844,1910,750000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2200,1728,1930,750000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,1680,1930,750000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3000,2120,1955,750000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1800,2476,1920,750000
07 RENTALS - WALKUP APARTMENTS,7,11208,4,0,4,2295,3116,1930,750000
01 ONE FAMILY DWELLINGS,1,11226,1,0,1,1050,1570,1935,750000
10 COOPS - ELEVATOR APARTMENTS,10,11226,,,,,,1961,750000
01 ONE FAMILY DWELLINGS,1,11203,1,0,1,2000,1312,1920,750000
01 ONE FAMILY DWELLINGS,1,11226,1,0,1,1800,1408,1910,750000
01 ONE FAMILY DWELLINGS,1,11210,1,0,1,4400,3615,1920,750000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,3500,2576,1940,750000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2200,2376,1960,750000
03 THREE FAMILY DWELLINGS,3,11203,3,0,3,3000,3220,1930,750000
03 THREE FAMILY DWELLINGS,3,11203,3,0,3,2000,1920,1910,750000
33 EDUCATIONAL FACILITIES,33,11203,0,1,1,1800,2100,1933,750000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,1783,2108,1910,750000
07 RENTALS - WALKUP APARTMENTS,7,11212,4,0,4,2500,3280,1931,750000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,3570,3600,1920,750000
01 ONE FAMILY DWELLINGS,1,11204,1,0,1,1850,1288,1935,750000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,2900,2112,1930,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11204,1,0,1,0,0,,750000
44 CONDO PARKING,44,11204,0,1,1,0,0,,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2007,750000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11222,1,0,1,0,0,2008,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11218,1,0,1,0,0,2002,750000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2100,1320,1945,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11229,1,0,1,0,0,2016,750000
44 CONDO PARKING,44,11229,0,1,1,0,0,2016,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2000,2687,1935,750000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2000,2535,1950,750000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2875,1680,1926,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,4700,972,1950,750000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,1992,2384,1960,750000
12 CONDOS - WALKUP APARTMENTS,12,11233,1,0,1,0,0,1992,750000
10 COOPS - ELEVATOR APARTMENTS,10,11218,,,,,,1941,750000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1909,750000
09 COOPS - WALKUP APARTMENTS,9,11238,,,,,,1912,750000
02 TWO FAMILY DWELLINGS,2,11231,2,0,2,2150,1575,1899,750000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2200,1408,1925,750000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,1658,1512,1940,750000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,2500,1264,1920,750000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,2017,2032,1920,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2018,750000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11211,1,0,1,0,0,2018,750000
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,2013,750000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1920,750000
09 COOPS - WALKUP APARTMENTS,9,11218,,,,,,1970,750000
10 COOPS - ELEVATOR APARTMENTS,10,11218,,,,,,1931,750000
09 COOPS - WALKUP APARTMENTS,9,11238,,,,,,1920,750171
13 CONDOS - ELEVATOR APARTMENTS,13,11214,1,0,1,0,0,2015,750796
44 CONDO PARKING,44,11214,0,1,1,0,0,2015,750796
13 CONDOS - ELEVATOR APARTMENTS,13,11209,1,0,1,0,0,1985,751000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2359,3312,1910,751000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2457,2208,1930,751600
22 STORE BUILDINGS,22,11236,1,2,3,2200,2440,1931,752000
29 COMMERCIAL GARAGES,29,11236,0,0,0,2000,0,,752000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,2007,752000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2208,2088,1925,752000
12 CONDOS - WALKUP APARTMENTS,12,11214,1,0,1,0,0,2015,752487
44 CONDO PARKING,44,11214,0,1,1,0,0,2015,752487
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,753208
04 TAX CLASS 1 CONDOS,4,11203,1,0,1,0,0,2014,753500
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,753505
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,753505
13 CONDOS - ELEVATOR APARTMENTS,13,11214,1,0,1,0,0,2015,753658
44 CONDO PARKING,44,11214,0,1,1,0,0,2015,753658
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2007,754000
13 CONDOS - ELEVATOR APARTMENTS,13,11229,1,0,1,0,0,2016,754000
44 CONDO PARKING,44,11229,0,1,1,0,0,2016,754000
02 TWO FAMILY DWELLINGS,2,11214,2,0,2,1584,992,1950,755000
02 TWO FAMILY DWELLINGS,2,11212,2,0,2,1942,2898,2001,755000
02 TWO FAMILY DWELLINGS,2,11212,2,0,2,3080,2880,2005,755000
10 COOPS - ELEVATOR APARTMENTS,10,11238,,,,,,1928,755000
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1500,1838,1960,755000
12 CONDOS - WALKUP APARTMENTS,12,11238,1,0,1,0,0,1906,755000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,755000
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,1900,1670,1899,755000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1600,3163,2006,755000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,3000,1920,1960,755000
02 TWO FAMILY DWELLINGS,2,11226,2,1,3,1800,3300,1931,755000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,2000,2950,1930,755000
13 CONDOS - ELEVATOR APARTMENTS,13,11226,1,0,1,0,0,2014,755000
17 CONDO COOPS,17,11217,,,,,,1931,755000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2000,1484,1920,755000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2200,1366,1940,755000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,1800,1890,1930,755000
01 ONE FAMILY DWELLINGS,1,11232,1,0,1,1533,1374,1987,755000
13 CONDOS - ELEVATOR APARTMENTS,13,11211,1,0,1,0,0,2008,755000
44 CONDO PARKING,44,11211,0,1,1,0,0,2008,755000
01 ONE FAMILY DWELLINGS,1,11203,1,0,1,2000,1536,1920,755796
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2000,1320,1950,756000
46 CONDO STORE BUILDINGS,46,11222,0,1,1,0,0,2005,756046
13 CONDOS - ELEVATOR APARTMENTS,13,11226,1,0,1,0,0,2014,756844
47 CONDO NON-BUSINESS STORAGE,47,11226,0,1,1,0,0,2014,756844
09 COOPS - WALKUP APARTMENTS,9,11201,,,,,,1901,757000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2000,2472,1910,759000
13 CONDOS - ELEVATOR APARTMENTS,13,11209,1,0,1,0,0,1985,760000
01 ONE FAMILY DWELLINGS,1,11214,1,0,1,2283,1240,1925,760000
13 CONDOS - ELEVATOR APARTMENTS,13,11235,1,0,1,0,0,,760000
07 RENTALS - WALKUP APARTMENTS,7,11212,4,0,4,2500,3280,1930,760000
07 RENTALS - WALKUP APARTMENTS,7,11212,4,0,4,2500,3900,1930,760000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,3915,2750,1960,760000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,1800,2268,1960,760000
09 COOPS - WALKUP APARTMENTS,9,11205,,,,,,1905,760000
10 COOPS - ELEVATOR APARTMENTS,10,11205,,,,,,1958,760000
04 TAX CLASS 1 CONDOS,4,11233,1,0,1,0,0,2007,760000
13 CONDOS - ELEVATOR APARTMENTS,13,11225,1,0,1,0,0,1930,760000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2500,1966,1901,760000
14 RENTALS - 4-10 UNIT,14,11208,4,1,5,1736,3300,1900,760000
31 COMMERCIAL VACANT LAND,31,11208,0,0,0,347,0,,760000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,760000
01 ONE FAMILY DWELLINGS,1,11228,1,0,1,2000,1376,1920,760000
04 TAX CLASS 1 CONDOS,4,11228,1,0,1,0,0,,760000
44 CONDO PARKING,44,11228,0,1,1,0,0,,760000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2900,2184,2000,760000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2000,1800,1970,760000
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,2000,3000,1901,760000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2574,3036,1910,760000
29 COMMERCIAL GARAGES,29,11208,0,0,0,2000,0,,760000
29 COMMERCIAL GARAGES,29,11208,0,0,0,4000,0,,760000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,1950,1428,1920,760000
02 TWO FAMILY DWELLINGS,2,11210,2,0,2,3500,1859,1920,760000
02 TWO FAMILY DWELLINGS,2,11210,2,0,2,2667,1436,1915,760000
01 ONE FAMILY DWELLINGS,1,11223,1,0,1,2000,1160,1925,760000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2007,760000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2000,1316,1930,760000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2050,1648,1930,760000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2521,2400,1930,760000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2000,1160,1945,760000
01 ONE FAMILY DWELLINGS,1,11210,1,0,1,1475,1216,1935,760000
06 TAX CLASS 1 - OTHER,6,11210,0,1,1,450,0,1950,760000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,4200,972,1950,760000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2065,2970,2001,760000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1912,760000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1920,760000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1908,760000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,2500,1328,1910,760000
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,1520,1724,1940,760000
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,2015,760000
44 CONDO PARKING,44,11215,0,1,1,0,0,2015,760000
09 COOPS - WALKUP APARTMENTS,9,11215,,,,,,1960,761000
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,2007,761000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2000,1760,1960,761250
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,2000,1560,1899,762000
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,2871,1372,1986,762000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2200,1764,1915,762000
09 COOPS - WALKUP APARTMENTS,9,11231,,,,,,1900,762500
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,2200,1809,1950,762500
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,1899,762669
13 CONDOS - ELEVATOR APARTMENTS,13,11249,1,0,1,0,0,1914,763244
04 TAX CLASS 1 CONDOS,4,11214,1,0,1,0,0,2017,763688
04 TAX CLASS 1 CONDOS,4,11214,1,0,1,0,0,2017,763688
44 CONDO PARKING,44,11214,0,1,1,0,0,2017,763688
44 CONDO PARKING,44,11214,0,1,1,0,0,2017,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11214,1,0,1,0,0,2015,763688
44 CONDO PARKING,44,11214,0,1,1,0,0,2015,763688
04 TAX CLASS 1 CONDOS,4,11204,1,0,1,0,0,2017,763688
04 TAX CLASS 1 CONDOS,4,11204,1,0,1,0,0,2016,763688
04 TAX CLASS 1 CONDOS,4,11219,1,0,1,0,0,2019,763688
12 CONDOS - WALKUP APARTMENTS,12,11220,1,0,1,0,0,2016,763688
12 CONDOS - WALKUP APARTMENTS,12,11220,1,0,1,0,0,2016,763688
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11204,1,0,1,0,0,2017,763688
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11221,1,0,1,0,0,2017,763688
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11221,1,0,1,0,0,2017,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11225,1,0,1,0,0,2016,763688
44 CONDO PARKING,44,11225,0,1,1,0,0,2016,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11229,1,0,1,0,0,2016,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11230,1,0,1,0,0,2017,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11230,1,0,1,0,0,2017,763688
44 CONDO PARKING,44,11230,0,1,1,0,0,1925,763688
44 CONDO PARKING,44,11230,0,1,1,0,0,1925,763688
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,763688
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,763688
13 CONDOS - ELEVATOR APARTMENTS,13,11215,1,0,1,0,0,,763688
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2555,2700,1899,763989
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1880,2048,1901,764000
01 ONE FAMILY DWELLINGS,1,11214,1,0,1,1696,992,1950,765000
01 ONE FAMILY DWELLINGS,1,11233,1,0,1,2500,1200,1899,765000
04 TAX CLASS 1 CONDOS,4,11214,1,0,1,0,0,2006,765000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,2787,1872,1940,765000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1949,765000
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,1750,1400,1905,765000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1875,4499,2002,765000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,4000,2696,1935,765000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2500,1344,1920,765000
03 THREE FAMILY DWELLINGS,3,11236,3,0,3,2800,3245,1955,765000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11231,1,0,1,0,0,1930,765000
09 COOPS - WALKUP APARTMENTS,9,11205,,,,,,1900,765000
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,2200,2400,1899,765000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,,765000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2052,2080,1910,765000
07 RENTALS - WALKUP APARTMENTS,7,11208,4,0,4,3000,3215,1930,765000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,2050,2400,1910,765000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,1800,1224,1930,765000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,3350,1364,1925,765000
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1575,1631,1910,765000
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1667,1464,1901,765000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,2540,1704,1945,765000
02 TWO FAMILY DWELLINGS,2,11223,2,0,2,2000,3495,1935,765000
03 THREE FAMILY DWELLINGS,3,11234,3,0,3,3000,2160,1920,765000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,2000,2012,1940,765000
02 TWO FAMILY DWELLINGS,2,11229,2,0,2,2400,1579,1930,765000
12 CONDOS - WALKUP APARTMENTS,12,11211,1,0,1,0,0,2006,765000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11249,1,0,1,0,0,1910,765000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,1800,2134,1930,765500
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,767000
13 CONDOS - ELEVATOR APARTMENTS,13,11220,1,0,1,0,0,2015,767099
44 CONDO PARKING,44,11220,0,1,1,0,0,2015,767099
01 ONE FAMILY DWELLINGS,1,11228,1,0,1,1933,1152,1920,768000
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,1600,1624,1940,768000
04 TAX CLASS 1 CONDOS,4,11222,1,0,1,0,0,2013,768779
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,768779
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,768779
12 CONDOS - WALKUP APARTMENTS,12,11230,1,0,1,0,0,2017,768779
01 ONE FAMILY DWELLINGS,1,11229,1,0,1,1650,1958,1940,768800
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2000,2228,1925,769000
02 TWO FAMILY DWELLINGS,2,11236,2,0,2,2550,2760,1960,769000
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1926,769000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2250,1980,1910,769000
04 TAX CLASS 1 CONDOS,4,11235,1,0,1,0,0,2006,769000
44 CONDO PARKING,44,11235,0,1,1,0,0,2006,769000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11226,1,0,1,0,0,1901,769797
01 ONE FAMILY DWELLINGS,1,11214,1,0,1,1511,992,1950,770000
01 ONE FAMILY DWELLINGS,1,11213,1,0,1,2173,1452,1985,770000
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,2042,1918,1993,770000
13 CONDOS - ELEVATOR APARTMENTS,13,11216,1,0,1,0,0,,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11221,1,0,1,0,0,1901,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11216,1,0,1,0,0,2017,770000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2806,1684,2003,770000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,4000,2200,1950,770000
10 COOPS - ELEVATOR APARTMENTS,10,11205,,,,,,1905,770000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1750,2080,1910,770000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1600,2240,1910,770000
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2000,2320,1899,770000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1950,770000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,1868,1901,770000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2500,1160,1899,770000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,990,1680,1925,770000
02 TWO FAMILY DWELLINGS,2,11210,2,0,2,2000,3144,1910,770000
10 COOPS - ELEVATOR APARTMENTS,10,11230,,,,,,1935,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11226,1,0,1,0,0,1901,770000
13 CONDOS - ELEVATOR APARTMENTS,13,11225,1,0,1,0,0,,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11215,1,0,1,0,0,2012,770000
01 ONE FAMILY DWELLINGS,1,11223,1,0,1,1500,1184,1925,770000
13 CONDOS - ELEVATOR APARTMENTS,13,11222,1,0,1,0,0,2009,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11222,1,0,1,0,0,2006,770000
44 CONDO PARKING,44,11222,0,1,1,0,0,2009,770000
10 COOPS - ELEVATOR APARTMENTS,10,11218,,,,,,1956,770000
02 TWO FAMILY DWELLINGS,2,11229,1,0,1,2134,2000,1950,770000
02 TWO FAMILY DWELLINGS,2,11233,2,1,3,1263,2220,1927,770000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,3500,1386,1925,770000
01 ONE FAMILY DWELLINGS,1,11224,1,0,1,5040,1944,1930,770000
02 TWO FAMILY DWELLINGS,2,11235,2,0,2,1620,1296,1960,770000
02 TWO FAMILY DWELLINGS,2,11239,2,0,2,1872,2460,2008,770000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11211,1,0,1,0,0,,770000
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,1340,1930,770157
01 ONE FAMILY DWELLINGS,1,11235,1,0,1,2200,1780,1945,771000
13 CONDOS - ELEVATOR APARTMENTS,13,11230,1,0,1,0,0,2017,771370
02 TWO FAMILY DWELLINGS,2,11234,2,0,2,1560,1480,1955,772000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1667,2250,1899,773000
02 TWO FAMILY DWELLINGS,2,11238,2,0,2,2000,2880,1899,773000
02 TWO FAMILY DWELLINGS,2,11203,2,0,2,2000,2165,1960,773800
13 CONDOS - ELEVATOR APARTMENTS,13,11226,1,0,1,0,0,2015,773870
13 CONDOS - ELEVATOR APARTMENTS,13,11230,1,0,1,0,0,,773870
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11206,1,0,1,0,0,1930,773870
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,1905,774124
01 ONE FAMILY DWELLINGS,1,11209,1,0,1,1842,1464,1920,775000
01 ONE FAMILY DWELLINGS,1,11221,1,0,1,2000,1260,1899,775000
02 TWO FAMILY DWELLINGS,2,11206,2,0,2,1825,2082,1915,775000
13 CONDOS - ELEVATOR APARTMENTS,13,11205,1,0,1,0,0,2004,775000
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11205,1,0,1,0,0,2003,775000
16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,16,11216,1,0,1,0,0,2016,775000
01 ONE FAMILY DWELLINGS,1,11234,1,0,1,2676,1648,1996,775000
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1967,775000
02 TWO FAMILY DWELLINGS,2,11212,2,0,2,3933,2440,1930,775000
02 TWO FAMILY DWELLINGS,2,11221,2,0,2,1800,2430,1910,775000
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2000,2700,1905,775000
